description,review_majority,food_aspect_majority,ambiance_aspect_majority,service_aspect_majority,noise_aspect_majority,cleanliness,price,location,menu variety,waiting time,waiting area,parking,wi-fi,kids-friendly
We have ordered several cakes from here. I will tell you each one is delicious. We did have some issues with our last order and the greatest thing about Chris is her customer service. She personally responds to each and every email and we emailed back-and-forth a few times and I told her how much my family loves her cakes and it is a tradition in our home to get birthday cakes from her and when I told her how we felt about the last cake she immediately fixed it. Now don't get me wrong the cake was delicious the cookie dough was phenomenal there was just a couple of issues and she fixed it... I love this place I recommend this place to everyone I think Chris and her staff are the absolute best and I wouldn't go anywhere else for my cakes.,5,Positive,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"When I first got to Chambana freshman year, I hit up my alumni uncle and aunt for advice. Of all the things they told me, all I remember now is them saying to go to Jarling's. It all made sense after the first time I went. Jarling's (or C-Cup as my friends and I call it) is a place to take anyone visiting you on campus, or any freshman who wants to go to Cold Stone. The snowstorms (think DQ's Blizzards) are fantastic, but I always go for 2 dips of either chocolate/lemon or chocolate/orange (recommended to me by an employee). Just remember that regardless of what you get, eat it FAST...or else you'll have a cup of delicious flavored milk. The biggest shame is that they're not open year round, but I always set my goal to go there as soon as they opened for the season, carrying as many clueless Cold Stone aficionados as possible with me.",5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,Positive
"How have I never reviewed Amelie's? The salted caramel brownie is one of the best things in Charlotte. I was so sad when I found out that I was gluten intolerant...and then they started making a GF salted caramel brownie! I thought they must have given me the wrong one, because I could not tell the difference. The Amelie's in NODA stays busy, but I have never had to wait too long at the Pineville-Matthews location.",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,unknown,Positive,Positive,unknown,unknown,unknown
"I really wanted to like this place since I'm a big fan of his show. I got a lobster tail, cannoli and eclair was about $17 ish. Ordering process was a bit different than some bakeries. The Lobster tail was ok kind of tasted stale but the filling was good. Eclair and cannoli both tasted stale with no flavor, both the fillings were like tooth paste and dry like it had too much corn starch instead of a custard taste. I'm still a fan just probably came on Very bad day of baked goods.",1,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"To be honest, I have had wayyyyyy better donuts. Although the donuts here are cute, they are also on the dry side. Wish I had a picture, but I'll my pics got deleted on my old phone. If you decide to get a donut here, I would say the maple bacon is my favorite.",3,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
First time going to Jack Frost. The counter lady was very nice and helpful. This was early in the morning and she was still adding fresh warm donuts to the display case as I was trying to decide which ones I wanted to try. No stuffed cream/jelly/custard here everything is on the top of the donut l,1,Positive,unknown,Positive,unknown,Positive,unknown,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"I wasn't sure what to expect honestly, but I was in for a great surprise!! I ordered an upside down milk tea with custard. It was so delicious. We also ordered taiyaki with custard, cheese, and Nutella. The cheese was by far the winner!! I'd say it's like a fish shaped grilled cheese. I can't even rave enough about it. It was so simple but so good. I would definitely recommend this place. The stage is friendly. The place is bright and clean. Not a lot of seating so definitely good for take out.",5,Positive,Positive,Positive,unknown,Positive,unknown,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"Rainbow buttermilk frozen yogurt: super tart, strong sour flavors, pretty overbearing had to fight it with my tastebuds to eat it all, wouldn't recommend if you like sweeter flavors Rocket pop: less sour still was wondering how theyd get the sorbet creamy but I don't think it played out well. wouldn't really recommend it Wild berry lavender: finally something calming and relaxing to the younger much needed was the best in the trio we got and we saved it for last so we could end the night in a happy note instead of sour haha Gooey butter cake: always gonna be my favorite can't go wrong w a sweet cakes ice cream especially with the salty cones Almond brittle: little too sweet for me but a nice second if gooey butter cake isn't available but you want the same vibe The staff is nice and the ice cream is smooth",4,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
I will pay just for the smell alone again. Anyhoo the staff was very patient while we slobbered over every flavor and our checkout was fast and easy,5,unknown,unknown,Positive,unknown,unknown,unknown,unknown,Positive,Positive,Positive,unknown,unknown,unknown
"Absolutely fantastic. Even if everything behind the glass does not appeal to you, it is all done with care and professionalism. Susan Detering is not only highly qualified in technique across different regions of the country, pressure systems, how they affect dough, what types of dough need more or less kneading, etc...but she is a genuinely nice person who is heavily invested in her community and product. I had the ham and gruyere croissant and bought a pain au chocolate for later. Great quality and flavor. Do yourself a favor and go early while everything is warm!",5,Positive,unknown,Positive,unknown,Positive,unknown,Positive,Positive,Positive,unknown,unknown,unknown,unknown
"I tried their salted caramel French soda and the spinach leek soup. Both were delicious and the soup was exactly what you would expect: creamy, and comforting. I'm doing a week without gluten and went there to see what options they had ( I knew they would) as far as treats go. I got their coconut macaroons and they were so yum! A little too sweet for me but that's fine because I was satisfied with just one. Amelie's is off the chain.",5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"I have been dying to come here and finally made it! I had the cereal milk soft serve with cornflake crunch, my cousin had the bday soft serve with rainbow sprinkles and hot fudge, and my husband had a strawberry corn milkquake. The cornflakes on mine were so tasty; they were heavy and slightly salty which I liked. The cereal milk soft serve could have been sweeter... I kinda wished I had gotten the crack pie soft serve. The bday soft serve was absolutely amazing and the milkquake was great as well... they tossed an entire corn cookie in there! I also grabbed one of the cookies with chocolate chips, marshmallow, cornflakes, and oats... it was just okay, but I still enjoyed it. My mom and husband weren't very impressed. The only thing that was a bit disappointing was the price of the shakes; my husband's was $10 and was an average size. However, I do not mind paying that much for a novelty treat. The cookies were a steal at $3 IMO!",4,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Disclaimer: I am a huge macaron fan. Now that that is out of the air, I LOVE their macarons! These are probably the best macarons I've tasted so far. The only other places I've had them are Vanilla Bakeshop in Santa Monica and Europane in Pasadena. I'm going off on a quest to search for macarons better than these in LA. Bring it! I bought the set of flavors here, and it was totally worth it to try all the flavors! Now I know which ones are my favorite...and they have to be Raspberry, Vanilla Bean, and Coffee. I think these flavors are more fragrant and they coffee has a deep earthy coffee taste to it, just how a coffee flavor should be. The lemon and orange were a little too sweet for me, and I just somehow don't like the citrus flavored macarons as much. And I never had a thing for chocolate flavored anything, so take my opinions with my preferences in mind. The shells are very delicate, as they crack quite easily, but the crunch had just enough soft chew too, and on top of the cream or ganache inside, it was heavenly! I also tried the carrot cake cookie and it was okay. I think the carrot cake could have been more moist. The cream cheese filling was good though. =) There was also a really cute sweets stand next to this stand. Oh, and Bouchon Bakery is not a store. It's literally like a little stand! Downstairs by the casinos and the Phantom of the Opera Theater is where you'll find it. =) And make sure you get there before they close if you want to buy anything. My mom was saying we should go there right before our POTO show started for some dessert after dinner, but I thought that was a huge mistake and made us go in the afternoon before we went outlet shopping and dinner. THANK GOD. It was closed when we came back to watch our show. [Phantom of the Opera was amazing too! But that's beside the point... :)] If you're a macaron fan, definitely try theirs. Overpriced, but you'll forget about that once you try it. =D",5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
